Student_ID,First_Name,Last_Name,Department,Gender,Age,Attendance (%),Attendence Category,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Study_Hours_Category,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1649,Ahmed,Jones,Engineering,Male,20,76.16,Medium,83.33,82.83,52.12,61.26,38.5,57.69,62.62,D,19.9,Medium,No,Yes,Master's,Medium,6,7.6
S1650,Omar,Smith,CS,Female,19,96.21,High,82.46,95.78,69.33,51.06,38.2,83.45,70.05,C,18.1,Medium,No,No,Bachelor's,Low,6,8.8
S1651,Liam,Williams,Business,Female,20,91.25,High,72.09,83.03,64.65,78.86,65.2,66.3,71.69,C,29.7,High,Yes,No,Bachelor's,High,1,7.7
S1652,Omar,Johnson,Mathematics,Male,24,92.19,High,86.64,74.71,61.43,57.5,40.2,51.81,62.05,D,24.9,High,No,No,PhD,Low,7,8.3
S1653,Ahmed,Johnson,Business,Female,18,83.65,Medium,74.86,53.8,82.24,50.62,61.6,56.19,63.22,D,19.9,Medium,Yes,Yes,PhD,Medium,1,7.9
S1654,Emma,Williams,Business,Male,21,65.23,Low,57.2,40.92,56.51,55.24,38.2,82.74,55.14,F,20.2,Medium,Yes,Yes,Bachelor's,Medium,3,5.5
S1655,Ahmed,Johnson,CS,Male,22,51.78,Low,84.05,81.68,93.04,65.69,31.1,62,69.59,C,11.2,Medium,No,Yes,Master's,Low,1,7.7
S1656,Omar,Davis,CS,Female,21,96.78,High,75.35,53.86,83.24,83.46,35.3,81.55,68.79,C,23.4,High,No,No,PhD,Low,8,7.8
S1657,John,Smith,Mathematics,Male,22,79.31,Medium,40.76,91.49,85.54,60.13,80.4,70.74,71.51,C,29.6,High,Yes,No,None,Medium,4,5.3
S1658,Maria,Smith,Engineering,Male,18,64.91,Low,94.1,67.98,96.77,94.38,60.1,84.64,83,B,8.2,Low,No,Yes,Bachelor's,High,5,8.6
S1659,Sara,Williams,Mathematics,Male,21,57.46,Low,72.74,71.84,97.12,64.42,97.4,74.65,79.7,C,20.9,Medium,No,No,Master's,High,1,9
S1660,Liam,Johnson,Business,Female,18,91.48,High,92.12,85.24,77.58,66.56,83.3,65.43,78.37,C,17.9,Medium,Yes,Yes,None,Low,1,6.8
S1661,John,Davis,CS,Female,22,91.83,High,92.96,86.77,74.77,60.9,48.6,57.29,70.22,C,26.3,High,Yes,Yes,Bachelor's,High,10,5.6
S1662,Ahmed,Smith,Business,Female,19,90.73,High,66.7,78.56,66.77,62.69,24.2,67.05,61,D,5,Low,Yes,Yes,Bachelor's,High,1,5.8
S1663,Emma,Smith,CS,Female,24,82.25,Medium,70.46,96.31,85.78,53.71,67.4,81.74,75.9,B,8.4,Low,Yes,Yes,Master's,Low,3,6.9
S1664,Ali,Brown,Engineering,Male,21,68.3,Low,64.95,98.94,76.91,64.74,72.7,87.02,77.54,B,5.9,Low,No,No,Master's,High,6,4
S1665,Ahmed,Brown,Business,Female,18,65.2,Low,66.97,96.81,96.64,92.98,46.4,58.02,76.3,C,9.1,Low,Yes,Yes,High School,Medium,5,5.5
S1666,Emma,Smith,CS,Female,23,50.43,Low,93.71,89.45,61.93,84.42,23,83.21,72.62,B,22.7,High,Yes,No,Master's,Low,10,4.2
S1667,Maria,Williams,Mathematics,Female,21,91.68,High,87.29,82.34,65.51,93.76,55.7,58.96,73.93,C,8.5,Low,No,No,None,Medium,7,7.1
S1668,Ahmed,Jones,Mathematics,Male,21,54.37,Low,47.59,79.8,65.8,55.24,25.4,61.09,55.82,D,20.6,Medium,Yes,Yes,PhD,High,1,7
S1669,Omar,Jones,Mathematics,Female,21,81.54,Medium,76.62,46.23,90.3,72.78,94,76.57,76.08,C,26.7,High,No,No,Master's,Medium,8,7
S1670,Ali,Davis,Business,Female,20,75.2,Medium,99.75,56.29,54.95,61.46,62.9,64.46,66.64,D,5.9,Low,Yes,No,Master's,Medium,5,4.8
S1671,Emma,Smith,CS,Male,18,76.33,Medium,75.73,40.34,72.78,86.06,29.2,83.08,64.53,D,5.7,Low,Yes,No,PhD,Medium,6,8.7
S1672,Emma,Smith,CS,Male,18,96.34,High,87.15,48.24,71.38,98.51,21.6,97.79,70.78,C,29.7,High,No,No,PhD,Medium,2,6.7
S1673,Emma,Smith,CS,Male,21,51.58,Low,86.14,66.35,53.66,90.77,71.7,57.44,71.01,D,21.8,High,No,No,Bachelor's,Medium,9,6.8
S1674,Maria,Williams,Business,Male,19,88.67,High,61.02,48.79,70.54,51.76,70.8,78.53,63.57,D,8.5,Low,Yes,Yes,Bachelor's,Low,3,6.7
S1675,Ahmed,Brown,CS,Female,21,52.6,Low,62.31,94.1,75.67,65.83,59.7,96.16,75.63,B,12.7,Medium,Yes,No,PhD,Low,5,6.6
S1676,Maria,Smith,Engineering,Male,20,51.91,Low,83.44,88.34,53.26,51.43,61.4,58.83,66.12,D,29.6,High,Yes,Yes,PhD,Medium,10,8.7
S1677,Liam,Smith,Business,Female,22,71.49,Medium,70,44.3,75.49,52.01,60.4,68.34,61.76,D,10.7,Medium,Yes,No,PhD,Medium,8,7
S1678,Sara,Johnson,Engineering,Female,20,53.15,Low,74.23,54.93,97.96,53.98,36,56.18,62.21,D,23.8,High,Yes,No,None,High,1,6.4
S1679,Sara,Williams,Engineering,Female,19,89.46,High,82.77,89.14,98.95,63.82,93.7,82.1,85.08,B,11,Medium,No,Yes,High School,Low,4,7.8
S1680,Liam,Davis,Mathematics,Female,21,76.48,Medium,86.65,88.18,76.58,65.21,47.9,83.46,74.66,B,15,Medium,Yes,No,None,Low,5,5.3
S1681,Ahmed,Smith,Business,Female,18,51.45,Low,56.29,96.73,75.75,70.02,2,83.21,64,C,27,High,No,Yes,High School,High,6,5
S1682,Omar,Johnson,CS,Male,24,52.03,Low,48.81,99.85,64.28,70.25,34.8,77.11,65.85,C,5.7,Low,Yes,No,Bachelor's,High,3,6.2
S1683,Maria,Jones,Engineering,Female,23,80.63,Medium,57.51,98.58,99.86,88.57,13,87.31,74.14,B,12.7,Medium,No,Yes,PhD,Low,4,4.1
S1684,Ali,Davis,Business,Female,21,90.31,High,70.45,64.61,63.71,57.07,36.3,51.79,57.32,F,17.2,Medium,Yes,No,None,High,3,5.5
S1685,Emma,Smith,CS,Female,19,71.89,Medium,60.53,55.02,72.65,57.89,60.8,97.88,67.46,C,20.6,Medium,No,Yes,PhD,Low,4,6.1
S1686,Emma,Smith,Mathematics,Male,18,77.73,Medium,74.1,85.5,50.15,81.33,2.3,61.1,59.08,D,5.7,Low,Yes,Yes,PhD,Medium,7,6.9
S1687,Ahmed,Johnson,Business,Female,20,89.99,High,43.21,57.96,67.46,78.59,87,56.08,65.05,D,15.3,Medium,Yes,Yes,PhD,Low,9,6.7
S1688,Omar,Williams,Business,Female,22,80.53,Medium,70.59,88.38,53.57,57.7,61,97.06,71.38,C,13.6,Medium,No,Yes,None,High,9,5.8
S1689,Sara,Smith,Business,Male,22,61.24,Low,62.08,72.04,87.19,92.61,29.5,91.52,72.49,C,5.7,Low,No,Yes,PhD,Low,5,5.7
S1690,Sara,Jones,CS,Female,24,80.65,Medium,72.08,87.64,78.05,66.45,31.1,88.24,70.59,C,13.9,Medium,Yes,Yes,Bachelor's,Medium,6,4
S1691,Emma,Smith,Engineering,Female,21,81.41,Medium,65.35,56.55,78.61,68.35,46.6,55.24,61.78,D,28.3,High,No,No,High School,Medium,9,8.4
S1692,Ahmed,Jones,Engineering,Male,20,86.71,High,57.05,70.48,64.33,71.02,24.8,90.38,63.01,C,11.9,Medium,No,No,Master's,Low,4,5.2
S1693,Maria,Davis,Business,Female,24,81.04,Medium,94.25,73.84,90.74,66.14,0.4,80.45,67.64,C,19.6,Medium,Yes,Yes,Bachelor's,Medium,7,5.8
S1694,Sara,Davis,Business,Female,23,98.46,High,51.09,96.59,50.16,77.87,2.7,86.6,60.84,C,12.5,Medium,No,Yes,High School,Medium,3,4.1
S1695,Maria,Brown,CS,Female,23,59.86,Low,80.88,56,66.68,69.43,35.8,98.9,67.95,C,7.7,Low,No,No,Master's,Low,9,8.8
S1696,Omar,Brown,Mathematics,Female,24,97.55,High,95.48,96.2,82.97,62.97,12.4,59.72,68.29,C,12.2,Medium,Yes,No,PhD,Medium,9,6.5
S1697,Sara,Jones,Business,Female,19,76.92,Medium,72.32,88.29,95.4,95.22,2.2,75.22,71.44,C,16.8,Medium,No,No,Bachelor's,Low,10,4.1
S1698,Sara,Williams,Business,Male,22,83.6,Medium,92.58,83.85,61.73,65.42,85.9,87.67,79.53,B,12.4,Medium,Yes,Yes,Master's,Medium,5,5.3
S1699,John,Smith,Mathematics,Male,20,54.97,Low,47.49,87.21,77.06,84.92,27.4,71.68,65.96,C,20.6,Medium,Yes,Yes,Master's,High,4,8.4
S1700,Sara,Smith,Business,Male,21,69.03,Low,69.63,76.33,76.9,67.36,50.3,52.73,65.54,D,28.7,High,No,Yes,Master's,Low,10,5.9
S1701,Liam,Brown,Engineering,Female,18,88.47,High,67.42,54.64,93.71,71.76,17.9,55.57,60.17,D,6.7,Low,No,No,PhD,High,10,7.4
S1702,Ali,Jones,Business,Female,21,85.35,High,40.49,51.37,52.53,61.8,4.7,80.1,48.5,F,22.9,High,No,Yes,High School,High,9,7.1
S1703,Liam,Smith,Engineering,Female,21,52.01,Low,66.6,91.98,71.22,87.62,74.5,64.25,76.03,C,5,Low,No,Yes,High School,High,5,6.4
S1704,Ahmed,Smith,CS,Male,20,77.33,Medium,62.14,83.51,59.12,86.86,12.5,56.89,60.17,D,5,Low,No,Yes,Bachelor's,Medium,1,8.2
S1705,Ahmed,Williams,CS,Female,22,54.41,Low,80.19,52.79,51.08,51.11,2.6,66.99,50.79,F,8.3,Low,Yes,No,PhD,Low,2,4.2
S1706,Maria,Johnson,Engineering,Female,20,99.79,High,96.3,76.91,57.35,53.01,58.7,60.05,67.05,D,17,Medium,No,No,High School,Low,10,8.6
S1707,Liam,Brown,Engineering,Female,18,94.86,High,45.15,66.85,98.82,96.12,1.3,51.2,59.91,D,6.2,Low,No,No,Bachelor's,High,7,7.6
S1708,Liam,Brown,Mathematics,Male,24,51.05,Low,59.65,49.52,60.74,94.44,43.6,57.59,60.92,F,23.1,High,Yes,Yes,High School,High,3,8.3
S1709,Liam,Johnson,Engineering,Male,20,92.93,High,66.64,71.91,96.75,75.3,28.9,94.15,72.28,C,5.7,Low,No,No,None,Medium,1,4.1
S1710,Omar,Smith,Engineering,Female,19,95.97,High,67.31,56.89,60.26,74.67,31.9,50.6,56.94,F,17.4,Medium,No,No,PhD,Low,9,4.4
S1711,Sara,Williams,Business,Female,21,67.68,Low,86.49,45.77,96.56,90.62,0.4,88.69,68.09,C,21.9,High,Yes,Yes,None,Low,4,5
S1712,Ali,Williams,Mathematics,Female,22,85.98,High,66.6,68.02,82.73,56.92,96.4,87.67,76.39,C,10.9,Medium,No,No,High School,Medium,3,7
S1713,Maria,Brown,Engineering,Male,23,72.11,Medium,41.63,75.41,55.66,82.68,51.7,78.21,64.22,D,19.5,Medium,Yes,Yes,High School,Low,5,4.5
S1714,Liam,Williams,Engineering,Male,18,82.76,Medium,82.61,42.81,79.1,73.8,57.3,60.42,66.01,D,11.5,Medium,No,Yes,None,High,1,8.7
S1715,Liam,Davis,Engineering,Male,23,67.02,Low,93.09,64.13,65.93,87.17,66.6,93.9,78.47,B,10.4,Medium,No,Yes,PhD,High,1,7.7
S1716,John,Johnson,Business,Female,21,66.13,Low,70.83,55.46,69.16,51.51,79.8,73.75,66.75,D,25.5,High,No,Yes,Bachelor's,Low,1,8
S1717,Maria,Smith,Business,Male,20,71.22,Medium,74.87,41.84,72.01,79.64,60.8,58.66,64.64,D,13.3,Medium,Yes,No,Master's,High,7,6.9
S1718,Liam,Davis,Business,Female,23,57.28,Low,49.78,47.54,71.14,77.84,76.2,71.45,65.66,D,25.3,High,Yes,Yes,None,Low,7,7.2
S1719,Maria,Johnson,CS,Female,19,91.56,High,53.24,48.34,83.21,92.04,44.9,59.75,63.58,D,10.4,Medium,Yes,No,PhD,Low,9,5.1
S1720,Sara,Jones,Business,Male,20,67.43,Low,54.11,50.97,88.42,83.84,37.1,68.8,63.87,D,13.9,Medium,No,No,PhD,Medium,5,8.6
S1721,John,Brown,Engineering,Female,21,70.01,Medium,65.84,88.2,66.46,94.01,82.3,74.83,78.61,C,7.6,Low,Yes,No,Master's,Medium,2,7.2
S1722,Maria,Williams,Business,Male,23,94.7,High,95.69,66.37,96.22,94.36,86.5,68,84.52,C,17.4,Medium,Yes,Yes,Bachelor's,Low,9,6.1
S1723,Ali,Jones,Business,Female,24,74.83,Medium,71.31,48.83,96.92,70.41,13.8,82.85,64.02,C,14.5,Medium,No,Yes,Bachelor's,High,4,8.4
S1724,Ali,Williams,Mathematics,Female,18,77.21,Medium,51.53,46.02,52.03,56.87,54.3,96.8,59.59,D,5.1,Low,No,Yes,High School,Medium,5,8.3
S1725,Ahmed,Davis,Engineering,Male,23,97.82,High,55.97,57.88,50.75,81.51,68.4,67.41,63.65,D,16.6,Medium,Yes,No,High School,High,1,4
S1726,John,Smith,Business,Female,24,94.34,High,63.04,87.88,71.25,93.69,8.4,67.79,65.34,C,6.9,Low,No,Yes,None,Low,2,8.6
S1727,John,Smith,CS,Female,24,58.47,Low,77.4,61.87,79.53,53.75,93,86.92,75.41,C,25.9,High,No,Yes,Bachelor's,High,8,5.8
S1728,Ahmed,Smith,Mathematics,Female,23,73.66,Medium,66.4,49.59,63.9,77.9,52,76.53,64.39,D,17.3,Medium,Yes,Yes,None,Low,2,6.1
S1729,Maria,Williams,Business,Female,22,98.56,High,63.55,64.25,62.97,55.75,64.5,71.44,63.74,D,22.3,High,No,No,High School,High,8,4.4
S1730,John,Jones,Mathematics,Female,23,68.62,Low,73.88,73.32,83.92,51.35,17.8,90.69,65.16,C,25.5,High,No,Yes,None,Low,1,8.4
S1731,Ali,Smith,Mathematics,Female,21,68.58,Low,54.51,41.78,80.09,83.98,26.4,94.55,63.55,D,6.3,Low,No,No,Master's,Medium,9,6.7
S1732,Ali,Jones,CS,Female,24,59.75,Low,44.73,77.66,58.36,84.09,12.1,79.53,59.41,D,13.4,Medium,Yes,Yes,None,Medium,9,8.5
S1733,Liam,Williams,CS,Female,18,55.72,Low,41.46,63.71,94.23,80.03,26.4,59.26,60.85,D,5.6,Low,No,Yes,High School,High,9,7.9
S1734,Sara,Davis,CS,Male,21,87.02,High,55.08,40.58,84,92.96,49.2,73.31,65.86,D,6.2,Low,No,No,High School,High,6,8.5
S1735,John,Jones,Engineering,Male,19,88.5,High,45.5,80.43,68.13,54.04,83.4,75.22,67.79,D,5.9,Low,Yes,No,Master's,Medium,2,8.7
S1736,Maria,Davis,Mathematics,Female,20,98.45,High,60.18,82.74,84.18,55.26,53.4,71.61,67.9,C,16.9,Medium,No,Yes,Master's,Medium,1,8.4
S1737,Ahmed,Williams,Business,Female,23,88.67,High,86.38,77.73,55.63,93.23,24.4,63.12,66.75,C,16.3,Medium,No,No,Bachelor's,Low,6,5
S1738,Ahmed,Williams,CS,Male,22,62.17,Low,82.98,60.52,73.41,75.16,4.5,73.62,61.7,D,6.5,Low,No,No,Master's,Medium,4,4.4
S1739,Maria,Brown,CS,Female,18,52.01,Low,76.66,71.78,58.45,63.65,62.2,72.33,67.51,D,11.6,Medium,Yes,Yes,Master's,Low,8,7.1
S1740,Omar,Williams,Mathematics,Male,22,99.27,High,91.15,63.23,52.07,86.91,42,60.47,65.97,D,11.1,Medium,No,No,Bachelor's,Medium,8,4.8
S1741,Emma,Williams,Mathematics,Male,22,67.02,Low,56.92,82.04,66.92,94.72,98.4,95.17,82.36,B,12.4,Medium,Yes,No,Master's,Low,2,8.3
S1742,Sara,Johnson,Mathematics,Male,22,65.6,Low,93.1,75.01,57.54,84.48,78,94.27,80.4,B,21,High,No,No,PhD,Low,2,8.7
S1743,Ahmed,Smith,Business,Female,23,95.3,High,63.95,44.91,81.68,89.6,80.8,87.98,74.82,C,22.4,High,No,Yes,PhD,Low,4,4.6
S1744,John,Brown,Engineering,Female,18,79.25,Medium,64.05,78.59,83.7,64.12,1.2,70.05,60.29,D,13.5,Medium,Yes,Yes,PhD,High,9,5.2
S1745,Sara,Brown,Engineering,Female,18,60.74,Low,64.32,81.23,57.43,64.44,77.8,68.52,68.96,D,24.7,High,Yes,Yes,Master's,Low,6,7.1
S1746,John,Brown,CS,Male,24,94.45,High,45.89,62.24,51.23,93.21,19.5,85.82,59.65,D,15.4,Medium,Yes,Yes,High School,Medium,7,7.6
S1747,Omar,Johnson,Engineering,Male,22,99.67,High,98.53,92.55,89.64,80.74,58.6,80.41,83.41,B,18.1,Medium,Yes,Yes,High School,Medium,3,6.6
S1748,Ali,Davis,Business,Male,24,54.33,Low,48.31,90.58,50.1,61.71,44.7,80.03,62.57,D,8.6,Low,Yes,Yes,Bachelor's,Medium,7,5.8
S1749,Sara,Williams,Engineering,Female,24,93.11,High,60.45,50.51,67.2,76.21,57.2,56.21,61.3,F,10.8,Medium,No,Yes,High School,Low,3,5.5
S1750,Liam,Smith,Business,Male,20,69.53,Low,59.16,94.26,74.73,84.29,13.3,80.91,67.78,C,23.2,High,No,Yes,High School,High,2,7.3
S1751,Ahmed,Jones,CS,Male,23,76.2,Medium,44.48,66.45,90.93,60.93,45.7,95.09,67.26,C,29.4,High,No,Yes,Bachelor's,Low,2,7.7
S1752,Sara,Davis,Mathematics,Female,23,95.74,High,49.14,83.42,91.93,82.75,3.7,54.29,60.87,D,22.6,High,Yes,Yes,PhD,High,9,5.4
S1753,Sara,Williams,Business,Male,21,98.67,High,42.69,88.85,86.25,52.11,4.1,66.96,56.83,D,6.4,Low,Yes,No,Bachelor's,High,7,5.6
S1754,Sara,Johnson,Mathematics,Male,24,63.11,Low,57.54,70.31,62.36,65.18,65.8,75.45,66.11,D,8.6,Low,No,No,High School,Medium,5,6.3
S1755,Emma,Williams,CS,Female,23,60.64,Low,92,63.95,86.01,83.7,95.2,84.3,84.19,B,16.1,Medium,Yes,Yes,High School,Medium,3,6.3
S1756,Sara,Williams,Business,Female,22,54.03,Low,60.37,94.93,62.33,57.47,77.7,54.48,67.88,D,23.3,High,Yes,No,Bachelor's,Medium,8,8.2
S1757,John,Johnson,Business,Male,19,78.09,Medium,47.42,53.85,60.73,61.11,46.9,93.64,60.61,D,9.1,Low,Yes,Yes,Master's,Low,2,6.2
S1758,Ali,Brown,Engineering,Female,22,50.68,Low,78.74,55.42,77.36,93.95,5.6,52.03,60.52,D,23.8,High,Yes,No,High School,Medium,3,8.9
S1759,Omar,Brown,Business,Male,18,70.59,Medium,99.8,61.7,83.94,83.72,4.5,92.88,71.09,C,18.9,Medium,Yes,Yes,High School,Medium,5,5.6
S1760,Maria,Smith,CS,Female,23,53.67,Low,53.94,91.57,52.65,74.95,15.8,51.38,56.72,D,24.4,High,No,Yes,Bachelor's,Low,1,7.5
S1761,Sara,Smith,Mathematics,Male,23,70.26,Medium,56.77,96.33,53,60.54,97.6,57.68,70.32,D,18.9,Medium,No,No,High School,Low,6,7.8
S1762,Ahmed,Brown,Business,Female,21,52,Low,98.31,53.2,89.21,67.07,39.9,90.02,72.95,C,20.1,Medium,Yes,No,Master's,High,2,7.2
S1763,Sara,Davis,CS,Male,24,91.76,High,50.73,91.83,92.97,78.72,84.3,93.01,81.93,B,11.2,Medium,Yes,No,Master's,High,7,5.8
S1764,Ahmed,Jones,CS,Female,19,60.49,Low,70.67,55.49,80.22,57.77,70.5,99.11,72.29,C,23,High,No,Yes,Bachelor's,Low,7,5.3
S1765,John,Williams,Business,Female,23,66.42,Low,54.38,98.24,71.44,74.09,60.5,55.79,69.07,C,26.1,High,No,Yes,None,Low,1,7
S1766,Ahmed,Jones,Engineering,Female,21,93.5,High,95.94,75.84,92.27,70.45,94.8,76.32,84.27,B,26.8,High,No,No,PhD,High,4,7.3
S1767,Liam,Williams,Business,Female,21,87.31,High,98.89,40.43,86.44,73.83,23,53.86,62.74,D,5.7,Low,Yes,Yes,Master's,Medium,1,5.3
S1768,Maria,Brown,Business,Female,19,60.95,Low,88.88,42.05,78.98,55.28,45.5,57.82,61.42,D,20.6,Medium,Yes,No,Master's,High,10,5.7
S1769,Ali,Smith,Engineering,Female,22,53.59,Low,58.89,48.85,65.99,55.32,86.5,58.72,62.38,F,29.7,High,No,Yes,PhD,Medium,7,8.3
S1770,Ahmed,Davis,CS,Female,22,85.78,High,64.21,51.25,59.9,98.21,55.2,53.17,63.66,F,19.7,Medium,No,No,Bachelor's,High,5,8.1
S1771,Ahmed,Smith,Business,Male,22,69.54,Low,54.54,86.06,70.93,98.97,24.6,94.65,71.63,C,9.3,Low,Yes,Yes,High School,Medium,8,4.9
S1772,Ali,Jones,Engineering,Male,20,88.3,High,93.45,53.37,64.34,71.31,20.9,56.32,59.95,D,26.9,High,No,Yes,Bachelor's,High,1,8.7
S1773,Maria,Smith,Mathematics,Female,24,72.26,Medium,94.87,98.15,66.96,89.45,75.3,81.47,84.37,B,11.6,Medium,No,Yes,None,Medium,10,7.1
S1774,Sara,Brown,Mathematics,Female,24,67.3,Low,65.13,78.17,75.78,82.79,1.3,81.29,64.08,C,6.1,Low,No,No,None,High,4,6.5
S1775,Ahmed,Davis,Engineering,Male,22,72.56,Medium,79.39,81.55,58.45,55.85,91.4,59.93,71.1,D,15.8,Medium,Yes,No,PhD,Low,9,5
S1776,Ali,Jones,CS,Male,19,87.43,High,49.93,53.07,90.31,64.83,1.8,99.92,59.98,C,7.5,Low,No,No,None,High,10,7.7
S1777,Liam,Davis,Engineering,Female,20,95.11,High,66.1,93.56,57.28,65.68,63.1,67.37,68.85,C,7.9,Low,No,No,None,Low,1,8.6
S1778,Liam,Williams,CS,Male,24,52.49,Low,77.89,80.07,74.05,79.79,60.5,95.25,77.93,B,16.6,Medium,Yes,Yes,PhD,High,3,4.3
S1779,John,Smith,Mathematics,Male,22,76.21,Medium,63.12,91.86,87.3,79,57.8,97.41,79.42,B,20.3,Medium,Yes,No,PhD,Low,2,6.6
S1780,Ali,Davis,Business,Female,20,51.64,Low,61.46,97.39,74.25,96.18,47.4,97.45,79.02,B,27.6,High,Yes,No,PhD,High,9,8.4
S1781,John,Johnson,Engineering,Female,19,73.42,Medium,40.06,47.54,68.05,89.5,85.2,87.64,69.67,D,22.6,High,Yes,Yes,PhD,High,10,8.8
S1782,Liam,Smith,Mathematics,Female,22,94.26,High,88.26,45.8,73.74,92.84,65.9,62.69,71.54,D,26.1,High,Yes,Yes,PhD,Low,5,4.4
S1783,Maria,Williams,Business,Male,18,68.08,Low,93.36,88.2,92.43,94.56,78.2,56.03,83.8,B,15.3,Medium,No,No,Master's,Low,6,8
S1784,Sara,Davis,Mathematics,Female,23,96.62,High,98.17,91.97,99.52,90.06,11.6,78.49,78.3,B,13,Medium,No,No,High School,Low,8,5.4
S1785,Ali,Jones,Engineering,Female,19,81.53,Medium,83.16,75.03,81.56,66.64,5,68,63.23,C,19.8,Medium,Yes,No,PhD,Medium,9,6.7
S1786,Omar,Williams,Engineering,Male,21,96.71,High,72.93,61.96,89.67,60.75,2.9,91.55,63.29,C,22.4,High,Yes,Yes,High School,High,8,7.9
S1787,Liam,Johnson,Business,Female,21,87.86,High,56.16,79.16,50.72,78.59,14.7,87.25,61.1,C,19.2,Medium,No,Yes,None,Medium,8,6.7
S1788,Liam,Davis,Engineering,Male,19,55.17,Low,99.96,58.34,94.02,84.48,66.7,63.82,77.89,C,11.6,Medium,No,No,Master's,Medium,1,4.6
S1789,Omar,Brown,Mathematics,Male,21,61.56,Low,75.39,54.3,97.7,69.33,49.4,50.85,66.16,D,14.2,Medium,Yes,No,PhD,Medium,10,7
S1790,Emma,Smith,Business,Male,24,69.71,Low,80.87,69.29,78.76,92.42,75.2,61.87,76.4,C,16.2,Medium,Yes,No,Master's,Medium,1,4.6
S1791,Liam,Jones,Business,Male,19,58.51,Low,80.94,52.97,87.69,98.03,19.2,78.36,69.53,C,5.4,Low,No,No,Bachelor's,Low,8,5.7
S1792,Ahmed,Brown,Mathematics,Male,18,74.75,Medium,90.72,69.02,75.64,78.47,36.7,53.95,67.42,D,27,High,Yes,Yes,High School,Low,1,6.8
S1793,Maria,Davis,CS,Male,19,73.57,Medium,40.58,97.4,64.31,72.83,88.8,82.91,74.47,C,17.8,Medium,Yes,Yes,PhD,Medium,5,9
S1794,Ali,Davis,Business,Female,22,97.81,High,53.21,90.39,92.61,92.14,93.6,83.58,84.26,B,23.8,High,Yes,No,High School,Medium,4,7.6
S1795,Omar,Williams,CS,Female,22,71.69,Medium,79.93,96.5,79.84,51.21,92.2,58.47,76.36,C,9.3,Low,Yes,No,High School,Low,5,5.5
S1796,Ahmed,Davis,Mathematics,Female,20,89.28,High,93.71,88.38,78.97,56.45,81.8,79.82,79.86,B,18.9,Medium,No,Yes,Bachelor's,Low,8,8.4
S1797,Omar,Jones,Mathematics,Male,21,97.1,High,81.12,61.29,82.96,92.28,68.8,80.35,77.8,C,28.2,High,No,Yes,High School,Medium,10,5.1
S1798,Ali,Brown,Business,Female,23,93.85,High,64.81,88.72,92.8,86.6,91.4,73.9,83.04,B,10.4,Medium,Yes,No,None,Medium,8,5.9
S1799,John,Jones,Engineering,Male,21,60.43,Low,61.69,95.37,86.6,70.81,71.4,97.66,80.59,B,13.6,Medium,Yes,Yes,High School,Low,4,7.2
S1800,Ali,Johnson,Business,Female,24,74.8,Medium,84.28,96.82,60.56,94.44,95.4,55.41,81.15,C,14.7,Medium,Yes,Yes,Bachelor's,Low,8,6.1
S1801,Emma,Johnson,Engineering,Male,19,67.39,Low,84.47,80.99,73.34,67.57,2.5,70.33,63.2,C,14.6,Medium,No,Yes,Bachelor's,High,10,7.6
S1802,Ali,Smith,CS,Female,23,69.99,Low,76.42,52.68,99.01,81.69,92.2,94.15,82.69,B,20,Medium,No,Yes,PhD,High,5,7.3
S1803,Ali,Smith,Engineering,Male,23,68.04,Low,57.49,42.38,77.73,81.72,55.6,69.32,64.04,D,14.8,Medium,Yes,No,None,High,4,7.3
S1804,Emma,Johnson,Business,Female,21,91.32,High,95.51,48.83,96.91,59.22,11.2,71.23,63.82,D,21.9,High,Yes,Yes,High School,High,7,6.1
S1805,Maria,Davis,Engineering,Male,23,72.61,Medium,73.11,97.93,90.67,64.24,21.5,83.41,71.81,B,17.1,Medium,Yes,No,Bachelor's,Medium,3,4.3
S1806,Liam,Jones,Mathematics,Female,23,76.18,Medium,87.43,67.73,83.3,95.8,85.2,83.28,83.79,B,8.9,Low,Yes,Yes,Bachelor's,Low,5,8.4
S1807,Ali,Johnson,CS,Male,22,99.12,High,52.86,91.3,67.47,59.17,50.6,51.15,62.09,D,28.7,High,No,Yes,High School,Medium,5,4.4
S1808,Emma,Smith,Mathematics,Female,18,53,Low,60.64,67.9,65.22,58.68,98.3,72.78,70.59,D,11,Medium,No,No,High School,High,5,6.3
S1809,Ahmed,Johnson,Mathematics,Female,19,74.4,Medium,92.47,79.65,82.17,73.98,11.8,66.68,67.79,C,19.1,Medium,Yes,Yes,PhD,High,2,5.5
S1810,John,Davis,Mathematics,Female,21,88.7,High,43.01,41.45,71.63,54.61,41.3,81.38,55.56,F,6.5,Low,Yes,No,PhD,Medium,10,5.5
S1811,John,Johnson,Mathematics,Male,22,57.56,Low,70.74,54.99,89.94,94.73,33.2,77.79,70.23,C,28,High,No,No,None,Medium,7,5.1
S1812,Ali,Jones,Engineering,Male,24,80.58,Medium,68.9,66.18,88.02,55.01,51.6,82.54,68.71,C,28.2,High,Yes,Yes,PhD,Low,10,5.4
